surveyId,lang,country,countryPop,sneType,party.string,euFundRec,mlgS1,mlgS2,mlgS3,mlgS4,mlgS5,mlgC1,mlgC2,euCompSocpol,euCompEc,euCompInAf,euCompForAf,euCompOv,snaCompSocpol,snaCompEc,snaCompInAf,snaCompForAf,snaCompOv,snaCompC1,snaCompC2,effectiveIntOrg,effectiveDirRel,effectiveNatDel,intorgUseEc,intorgUsePol,intorgUseCul,intorgUseOv,euFundImp,euFundImp.bin,represent,represent.bin,norepSneRep,norepKnow,norepMotiv,norepOpin,repTime,repDur,repSatis,repPersImp,repBenEc,repBenPol,repBenDem,repBenMlg,repOp,repVoteCom,repVoteNatDel,repVoteParty,repVoteSne,extOffice,extOfficeBin,nooffSneOff,noooffKnow,nooffMotiv,extOffTime,extOffDur,extOffSatis,extOffPersImp,age,gender,eduLev,polLeftRight,polIdLoc,polIdNat,polIdEu,polIdCul,polIdIdeo
54,fr,Belgium,11259000,Local,parti socialiste PS,1,4,4,4,5,5,4,4,5,4,4,NA,4,3,3,4,3,3,4,2,0,1,0,4,4,4,4,3,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,67,Male,1,2,1,1,1,0,1
56,en,Sweden,9794000,RegionAd,Socialdemokraterna,1,2,3,3,4,2,2,2,4,4,4,4,4,5,2,2,2,3,1,2,0,1,0,2,3,1,2,3,1,OTHER,1,,NA,NA,NA,CURRENT,4,4,3,4,2,2,2,SAME,NA,NA,NA,NA,NONE,0,1,3,1,,NA,NA,NA,37,Male,2,3,1,0,0,0,1
57,en,Norway,5194000,RegionAd,Liberal party,0,3,2,2,3,4,NA,5,4,4,3,4,4,4,3,2,2,4,3,4,1,1,0,2,2,2,2,2,0,NONE,0,1,1,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,NA,,NA,NA,NA,44,NA,3,5,1,1,0,0,1
59,en,United Kingdom,65081000,Local,ukip,1,5,2,1,1,3,1,1,1,1,1,1,1,4,4,1,1,5,3,5,0,0,0,2,1,2,2,1,0,NONE,0,1,3,1,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,1,,NA,NA,NA,NA,Male,3,2,1,1,0,0,1
65,de,Switzerland,8265000,RegionLeg,"FrÅher SVP, heute parteilos, in Zukunft FDP",0,5,5,4,5,4,5,4,2,2,1,4,2,4,3,3,4,4,5,5,1,1,1,4,5,5,5,3,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,57,Male,3,7,1,0,0,0,0
66,fr,Switzerland,8265000,RegionLeg,socialiste,0,4,4,4,4,4,2,2,4,5,5,5,5,5,4,2,2,4,2,2,1,1,0,4,4,4,4,4,1,NONE,0,1,3,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,37,Female,3,2,1,0,0,0,1
73,en,Croatia,4230000,RegionAd,IDS -DDI Liberal Democrat,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,1,1,1,4,4,5,4,4,1,COR,1,,NA,NA,NA,CURRENT,3,4,4,3,3,3,3,MORE,NA,NA,NA,NA,NONE,0,1,5,5,,NA,NA,NA,62,Female,3,4,1,0,1,1,1
74,it,Italy,60963000,RegionLeg,Partito Democratico,1,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,1,1,1,4,4,4,4,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,39,Female,2,1,1,1,1,0,1
76,en,Denmark,5673000,Local,,1,1,5,4,NA,5,NA,NA,1,3,5,5,3,5,4,3,1,5,2,5,1,1,1,4,3,NA,NA,2,0,OTHER,1,,NA,NA,NA,NA,1,4,2,4,4,2,4,SAME,NA,NA,NA,NA,NONE,0,1,3,NA,,NA,NA,NA,29,Female,2,7,1,0,0,0,1
77,en,Sweden,9794000,Local,The Health Care party of Norrbotten,1,4,4,4,3,5,3,3,2,2,4,4,2,3,3,4,3,3,2,3,0,1,1,2,3,3,3,2,0,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,70,Male,3,7,0,0,0,0,1
78,en,United Kingdom,65081000,Local,Conservative,1,2,5,5,5,NA,2,5,2,3,2,1,2,4,4,3,1,3,2,4,1,1,1,5,4,5,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,4,4,5,5,SAME,NA,NA,NA,NA,NONE,0,0,3,1,,NA,NA,NA,63,Male,1,7,1,1,0,0,1
82,fr,Switzerland,8265000,RegionLeg,Parti LibÇral-Radical,0,4,5,4,2,4,4,3,2,2,4,4,2,4,4,3,2,3,5,4,1,1,1,5,5,4,5,0,0,NONE,0,1,1,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,40,Male,3,7,1,1,0,0,1
85,en,United Kingdom,65081000,RegionAd,UKIP,1,3,4,4,4,5,3,3,NA,3,4,4,3,5,5,5,4,4,3,4,1,1,1,2,2,4,3,2,0,NONE,0,1,2,4,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,68,Male,2,7,1,0,0,0,1
87,fr,Switzerland,8265000,Local,Parti socialiste,0,4,5,4,4,4,4,4,4,5,5,5,5,4,4,1,2,4,4,5,0,1,1,2,4,5,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,24,Female,3,2,1,0,1,0,1
89,ru,Russia,144031000,Local,?????? ??????,0,4,5,5,5,4,4,5,4,4,3,4,4,5,2,4,3,4,4,4,1,1,1,4,4,4,4,3,1,CLRAE,1,,NA,NA,NA,CURRENT,5,5,5,4,4,4,4,MORE,4,5,3,5,NONE,0,0,2,2,,NA,NA,NA,55,Male,3,6,1,0,0,0,1
92,en,Iceland,331000,Local,Bright future,1,5,5,5,5,4,5,5,4,4,2,4,4,5,5,5,4,5,4,4,1,1,1,5,5,5,5,3,1,OTHER,1,,NA,NA,NA,CURRENT,4,5,4,4,4,3,4,SAME,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,45,Male,1,5,1,0,0,0,0
93,it,Italy,60963000,RegionAd,Partito Democratico,1,5,5,5,5,3,5,5,4,4,4,4,4,5,5,4,4,5,5,5,0,1,1,4,4,4,NA,4,1,NONE,0,0,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,3,,NA,NA,NA,38,NA,2,4,1,1,0,1,1
94,en,Norway,5194000,Local,The Conservative Party of Norway,0,4,5,4,3,2,4,4,4,4,4,4,4,4,4,2,2,4,2,5,1,1,1,5,4,5,5,2,0,COR,1,,NA,NA,NA,PAST,1,3,3,4,3,4,4,NA,5,5,4,4,NONE,0,1,2,4,,NA,NA,NA,35,Female,2,7,1,1,0,0,1
96,fr,France,66121000,RegionAd,Elu sous une Çtiquette centre indÇpendant. Aujourd'hui sans parti politique.,1,4,4,4,NA,2,5,5,4,5,2,5,4,4,5,2,1,4,4,5,0,1,0,2,2,2,2,4,1,NONE,0,0,1,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,3,,NA,NA,NA,52,Male,2,3,1,0,0,0,0
97,fr,Belgium,11259000,Local,Mouvement RÇformateur,1,2,4,3,3,2,2,2,4,4,4,4,4,2,2,2,2,2,4,2,1,0,1,2,2,2,2,4,1,NONE,0,0,1,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,41,Male,3,8,1,1,0,0,1
101,it,Italy,60963000,RegionLeg,MoVimento 5 Stelle,1,4,5,5,5,4,5,5,2,1,3,1,2,5,5,3,4,5,4,5,1,1,0,4,3,3,4,2,0,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,48,Female,2,NA,1,1,0,0,0
104,en,Slovakia,5426000,RegionAd,,1,NA,5,5,NA,5,NA,NA,3,5,2,5,3,5,4,1,1,NA,NA,NA,1,1,1,5,5,5,5,3,1,NONE,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,42,Male,2,4,1,0,0,1,0
105,de,Switzerland,8265000,RegionLeg,CVP,0,2,5,5,5,5,1,5,1,1,1,1,1,5,5,5,5,5,5,3,1,1,1,4,3,3,3,3,1,OTHER,1,,NA,NA,NA,CURRENT,5,3,5,3,1,1,1,SAME,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,47,Male,1,4,1,0,0,0,1
109,en,United Kingdom,65081000,Local,Liberal Democrat,1,4,5,5,5,5,5,5,3,4,2,4,4,4,3,2,1,3,5,4,1,1,0,5,5,5,5,3,1,COR,1,,NA,NA,NA,PAST,5,5,5,4,5,5,5,MORE,4,1,4,4,NONE,0,0,2,1,,NA,NA,NA,66,Female,2,4,1,1,1,0,1
110,it,Italy,60963000,RegionLeg,PD,1,4,5,5,5,4,4,5,1,4,5,2,3,5,5,2,4,4,4,4,0,1,1,4,2,3,4,4,1,NONE,0,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,55,Male,1,3,1,1,0,0,0
112,de,Switzerland,8265000,RegionLeg,SVP,0,4,1,4,4,5,4,5,1,1,4,1,2,4,4,5,3,3,5,5,0,1,0,1,1,2,1,1,0,NONE,0,0,2,5,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,67,Male,3,7,1,0,0,0,1
116,fr,Switzerland,8265000,Local,PLR : Parti LibÇra-Radical,0,5,3,1,1,1,4,4,2,3,1,3,NA,4,3,2,1,3,5,4,0,0,1,4,4,4,4,4,1,NONE,0,1,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,1,,NA,NA,NA,30,Male,3,7,1,1,0,0,1
118,de,Germany,81276000,Local,,1,4,5,5,NA,5,NA,NA,1,4,4,5,4,3,2,5,3,5,NA,NA,1,1,1,NA,5,4,5,4,1,OTHER,1,,NA,NA,NA,NA,5,5,5,NA,4,5,1,SAME,NA,NA,NA,NA,NONE,0,0,4,4,,NA,NA,NA,36,Female,2,5,NA,NA,NA,NA,NA
119,de,Switzerland,8265000,Local,Sozialdemokratische Partei,0,3,4,3,4,4,4,5,2,4,4,4,3,4,2,2,2,3,4,4,1,1,1,3,4,3,3,3,1,NONE,0,0,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,62,Male,3,3,1,0,0,0,1
120,en,Netherlands,16933000,RegionAd,Green Party (GroenLinks),1,2,4,4,4,2,4,5,2,4,4,5,4,2,3,2,1,2,5,3,0,1,1,4,4,2,4,3,1,NONE,0,0,2,3,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,59,Male,3,3,1,0,0,0,1
127,fr,Switzerland,8265000,RegionLeg,PLR,0,4,2,2,4,NA,3,3,2,3,3,4,3,2,3,2,1,3,5,4,0,1,1,2,3,4,2,2,0,NONE,0,0,2,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,1,,NA,NA,NA,39,Male,3,7,1,1,0,0,0
128,en,Finland,5475000,Local,,1,3,4,4,2,3,4,3,5,4,5,5,3,5,5,1,2,3,5,2,1,1,0,3,4,5,4,3,1,NONE,0,0,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,NA,2,,NA,NA,NA,40,Male,2,4,1,0,0,1,1
130,en,United Kingdom,65081000,Local,Labour Party,1,5,5,5,5,5,4,5,4,5,4,4,4,5,4,2,2,4,4,4,1,1,0,5,5,2,4,4,1,NONE,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,46,Female,3,3,1,1,1,0,1
131,en,United Kingdom,65081000,Local,Labour,1,4,4,5,5,5,4,5,4,5,5,4,4,5,5,3,3,4,3,5,1,1,1,4,4,4,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,58,Female,3,3,1,0,0,0,1
132,en,United Kingdom,65081000,Local,Liberal Democrats,1,4,3,5,5,4,NA,4,2,4,2,5,3,5,5,2,2,4,3,5,1,1,1,5,3,2,3,4,1,NONE,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,46,Male,3,4,1,0,0,0,1
136,fr,Switzerland,8265000,RegionLeg,DÇmocrate ChrÇtien,0,5,5,5,5,5,3,3,2,4,4,4,3,5,3,3,2,3,5,1,0,1,1,3,3,3,3,0,0,NONE,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,NA,NA,,NA,NA,NA,57,Male,3,5,1,0,0,0,1
137,fr,Belgium,11259000,RegionLeg,parti socialiste flamand,0,5,5,4,4,2,4,2,1,3,4,3,3,3,1,1,4,3,5,3,1,1,1,5,4,2,3,2,0,NONE,0,1,3,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,43,Male,2,2,1,0,0,1,1
141,fr,Switzerland,8265000,RegionLeg,Les Verts,0,2,4,NA,NA,4,NA,4,3,4,4,5,4,4,2,2,2,2,4,4,0,1,0,2,4,3,2,3,1,NONE,0,1,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,39,Male,2,3,1,1,0,0,1
143,fr,Luxembourg,570000,Local,PSE,1,4,5,4,5,4,4,5,3,5,4,5,4,5,3,4,4,4,4,5,1,1,1,4,3,4,4,4,1,COR,1,,NA,NA,NA,CURRENT,4,4,5,5,5,4,5,MORE,5,3,4,5,NONE,0,0,2,5,,NA,NA,NA,58,Male,1,3,1,0,1,0,1
146,it,Italy,60963000,RegionLeg,Lista Civica Nicola Zingaretti,1,4,5,5,4,5,4,5,4,5,5,5,5,4,3,3,3,4,5,4,1,1,1,5,5,5,5,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,60,Male,3,5,1,0,0,0,0
147,en,Netherlands,16933000,Local,D66,1,4,5,5,4,4,NA,4,2,5,5,5,4,5,2,1,3,3,5,5,0,1,1,4,2,3,2,3,1,NONE,0,1,2,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,37,Male,2,5,1,0,1,0,1
148,en,Ireland,4630000,Local,Fine Gael,0,4,3,4,1,2,5,5,4,5,3,4,5,1,2,1,1,4,2,4,1,1,0,4,3,4,4,4,1,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,40,Male,3,5,1,1,1,0,1
149,de,Germany,81276000,RegionLeg,FDP,1,4,4,4,2,2,4,4,2,5,2,4,4,2,3,3,2,3,3,2,0,1,0,4,4,4,4,2,0,NONE,0,1,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,32,Male,2,5,1,1,1,0,1
150,en,Ireland,4630000,Local,Fine Gael,1,4,5,4,4,4,4,3,1,2,4,3,3,4,4,5,5,5,3,3,0,1,0,5,5,5,5,4,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,61,Male,2,7,1,0,0,0,0
151,fr,France,66121000,RegionAd,UDB-Union DÇmocratique Bretonne,1,5,5,5,5,5,5,5,4,4,4,5,4,5,5,3,5,5,5,2,1,1,0,3,3,3,3,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,en,Norway,5194000,RegionAd,Hõyre - liberal conservative party,1,5,5,5,4,2,2,2,4,5,4,5,4,5,2,4,2,4,2,5,1,1,1,4,5,5,4,3,1,OTHER,1,,NA,NA,NA,CURRENT,3,4,4,1,4,4,1,MORE,NA,NA,NA,NA,NONE,0,1,5,5,,NA,NA,NA,29,Male,2,5,1,1,1,0,1
154,de,Switzerland,8265000,RegionLeg,,0,4,5,4,3,2,4,4,5,2,4,5,4,5,2,5,3,4,5,4,0,1,0,5,4,4,NA,3,1,NONE,0,0,2,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,23,Male,2,2,1,0,1,0,1
161,fr,France,66121000,Local,GO CitoyennetÇ : mouvement politique local http://go-citoyennete.fr/,0,5,5,4,4,5,4,4,3,4,4,5,4,2,4,2,2,3,5,2,1,1,1,4,4,3,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,63,Male,3,2,1,0,0,0,1
162,en,Ireland,4630000,Local,Fianna F†il,1,3,4,4,3,4,4,4,3,5,3,4,4,3,4,2,2,3,2,3,0,0,1,3,2,3,3,4,1,NONE,0,1,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,44,Male,2,3,1,0,0,0,0
165,de,Germany,81276000,Local,CDU,0,2,5,4,3,5,3,4,1,3,1,1,2,4,1,2,1,3,5,2,0,1,0,2,1,2,3,4,1,NONE,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,58,Female,3,6,1,0,0,0,1
166,en,Sweden,9794000,Other,Green party,1,2,4,4,4,3,4,4,3,2,2,3,2,3,3,3,3,3,5,5,1,1,1,NA,4,4,4,4,1,NONE,0,1,1,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,1,4,,NA,NA,NA,42,Female,2,5,1,1,0,0,1
168,en,Norway,5194000,RegionAd,Partido de los trabajadores,0,5,5,5,4,5,2,2,3,4,4,3,3,5,5,4,3,4,1,5,1,1,1,3,3,4,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,4,5,5,5,4,4,4,MORE,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,58,Female,2,3,1,1,0,0,1
169,en,United Kingdom,65081000,Local,SNP,1,4,3,4,3,4,4,4,4,4,3,4,4,5,4,3,2,3,3,4,1,1,1,4,3,3,4,2,0,NONE,0,1,1,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,56,Male,3,4,1,0,0,0,0
171,de,Switzerland,8265000,Local,SVP,0,4,4,4,4,4,5,5,2,4,2,2,3,5,4,5,4,4,5,5,0,1,0,4,4,2,4,1,0,NONE,0,0,3,1,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,57,Male,1,7,1,0,0,1,1
172,fr,France,66121000,RegionAd,Europe Ecologie Les Verts,1,5,5,5,5,5,4,5,1,4,5,5,3,4,5,2,4,5,5,4,1,1,1,3,5,5,5,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,44,Male,3,3,1,0,0,0,0
174,en,United Kingdom,65081000,Local,Labour,1,1,2,5,1,2,NA,NA,3,4,2,3,4,4,4,3,2,4,4,5,0,1,0,4,4,4,4,3,1,OTHER,1,,NA,NA,NA,NA,2,2,4,4,3,4,3,SAME,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,53,Male,2,3,1,0,0,0,1
176,de,Switzerland,8265000,RegionLeg,SVP Schweizerische Volkspartei,0,NA,1,1,1,NA,NA,5,1,1,1,1,1,5,5,5,5,5,5,5,0,0,0,1,1,1,1,1,0,NONE,0,0,4,1,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,4,1,,NA,NA,NA,49,Male,2,8,1,0,0,0,1
179,en,Netherlands,16933000,Local,Liber party,1,2,5,3,3,5,4,3,1,5,4,5,3,3,4,1,2,3,2,4,1,1,1,5,2,5,4,4,1,CLRAE,1,,NA,NA,NA,CURRENT,2,5,4,4,3,4,4,SAME,5,3,4,4,NONE,0,0,3,5,,NA,NA,NA,49,Male,3,8,0,0,0,0,0
180,fr,Switzerland,8265000,RegionLeg,PDC,0,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,5,5,5,5,MORE,NA,NA,NA,NA,NONE,0,1,5,5,,NA,NA,NA,55,Male,3,9,1,1,1,1,0
183,de,Switzerland,8265000,RegionLeg,FDP (Freisinnig demokratische Partei),0,5,4,4,5,4,NA,NA,1,1,1,2,1,5,5,5,5,5,1,5,0,1,1,1,1,1,1,0,0,NONE,0,0,1,3,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,57,Male,2,7,1,1,0,0,1
185,en,Norway,5194000,RegionAd,The Norwegian Labour Party,0,1,4,4,1,2,NA,NA,1,2,2,1,1,4,2,1,1,3,3,4,1,1,1,3,4,5,3,2,0,OTHER,1,,NA,NA,NA,PAST,1,4,5,1,4,5,NA,SAME,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,24,Male,2,3,1,1,0,0,1
188,en,Norway,5194000,RegionAd,Labour,0,2,4,2,1,2,2,2,2,2,5,4,4,2,1,1,1,2,2,3,0,1,1,4,4,5,4,3,1,NONE,0,1,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,55,Male,3,3,1,0,0,0,1
191,en,United Kingdom,65081000,Local,Scottish Green Party,1,4,5,4,4,3,4,4,2,3,3,4,3,5,2,2,1,2,3,4,1,1,0,4,3,4,3,3,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,61,Female,3,2,1,0,0,0,1
192,en,Croatia,4230000,RegionAd,Croatian Democratic Union (HDZ),1,5,5,5,4,5,3,3,5,4,5,5,4,4,5,4,5,5,2,5,1,1,1,3,4,3,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,4,4,5,5,4,4,3,MORE,NA,NA,NA,NA,OTHER,1,NA,NA,NA,NA,1,NA,NA,47,Female,3,7,1,0,0,1,1
194,de,Germany,81276000,Local,AfD,1,1,2,2,1,2,NA,5,1,5,1,2,2,1,1,1,1,1,5,5,0,1,0,NA,NA,NA,NA,2,0,NONE,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,39,Male,3,7,1,0,0,0,1
195,it,Italy,60963000,RegionLeg,Partito Democratico,1,5,5,4,5,4,5,5,4,5,4,5,5,4,2,4,2,4,5,5,0,1,1,5,5,5,5,4,1,NONE,0,1,2,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,59,Male,1,2,1,0,1,0,0
196,fr,Switzerland,8265000,RegionLeg,Parti libÇral - radical,1,4,4,3,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,1,4,4,4,NA,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,38,Male,3,6,0,1,0,0,0
197,en,Norway,5194000,Local,Venstre(Liberal Demokrat),0,3,5,4,4,4,3,3,3,3,4,3,3,4,4,3,3,4,3,3,0,1,0,3,3,3,3,3,1,NONE,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,43,Female,2,5,1,1,0,0,1
198,en,Denmark,5673000,Local,Social Liberal (Radikale Venstre),0,4,3,4,2,5,5,4,3,5,4,5,4,4,2,3,1,3,3,5,1,1,1,2,4,4,3,2,0,COR,1,,NA,NA,NA,CURRENT,3,2,2,3,2,4,4,SAME,5,5,3,4,NONE,0,0,3,2,,NA,NA,NA,65,Male,3,3,1,0,0,0,0
199,de,Switzerland,8265000,RegionLeg,Schweizerische Volkspartei SVP,0,5,3,1,3,1,3,5,3,1,4,1,2,3,3,3,3,3,5,5,0,1,0,3,2,3,3,2,0,NONE,0,0,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,52,Male,2,7,1,1,0,0,1
201,en,Bosnia and Herzegovina,3750000,Local,HDZ (Croation Democratic Union),0,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,1,1,0,5,4,4,4,3,1,CLRAE,1,,NA,NA,NA,CURRENT,5,4,5,4,4,4,4,MORE,4,4,4,4,NONE,0,0,2,4,,NA,NA,NA,56,Male,3,7,1,1,1,1,1
204,de,Switzerland,8265000,RegionLeg,BÅrgerlich Demokratische Partei,0,4,5,4,5,2,4,4,2,2,2,2,2,4,4,4,4,4,5,5,0,1,1,4,4,5,4,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,46,Male,3,6,1,1,0,0,1
205,fr,Switzerland,8265000,RegionLeg,PDC,0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,1,1,1,4,4,4,4,3,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,5,5,5,5,SAME,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,55,Male,3,7,1,0,0,0,0
206,fr,France,66121000,Local,Parti Socialiste,1,5,4,5,4,4,4,5,3,5,4,4,4,4,4,3,2,4,4,5,1,1,1,4,3,4,4,3,1,NONE,0,0,4,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,4,,NA,NA,NA,38,Female,3,3,1,1,0,0,1
