surveyId,lang,country,countryPop,sneType,party.string,euFundRec,mlgS1,mlgS2,mlgS3,mlgS4,mlgS5,mlgC1,mlgC2,euCompSocpol,euCompEc,euCompInAf,euCompForAf,euCompOv,snaCompSocpol,snaCompEc,snaCompInAf,snaCompForAf,snaCompOv,snaCompC1,snaCompC2,effectiveIntOrg,effectiveDirRel,effectiveNatDel,intorgUseEc,intorgUsePol,intorgUseCul,intorgUseOv,euFundImp,euFundImp.bin,represent,represent.bin,norepSneRep,norepKnow,norepMotiv,norepOpin,repTime,repDur,repSatis,repPersImp,repBenEc,repBenPol,repBenDem,repBenMlg,repOp,repVoteCom,repVoteNatDel,repVoteParty,repVoteSne,extOffice,extOfficeBin,nooffSneOff,noooffKnow,nooffMotiv,extOffTime,extOffDur,extOffSatis,extOffPersImp,age,gender,eduLev,polLeftRight,polIdLoc,polIdNat,polIdEu,polIdCul,polIdIdeo
1425,fr,Switzerland,8265000,RegionLeg,Parti socialiste,0,4,4,4,4,2,4,4,4,3,4,3,3,5,4,5,5,4,5,2,1,0,0,4,3,5,3,2,0,NONE,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,57,Female,2,2,1,1,0,0,0
1426,en,United Kingdom,65081000,Local,Labour,1,5,5,5,5,5,4,5,3,5,4,5,4,5,5,4,4,5,3,5,1,1,1,5,3,4,4,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,62,Female,3,3,1,0,0,0,1
1431,fr,Switzerland,8265000,RegionLeg,PLR,0,4,4,5,4,2,3,4,2,3,4,4,3,4,4,5,2,3,5,5,1,0,1,4,4,3,3,3,1,COR,1,,NA,NA,NA,CURRENT,3,2,5,4,4,4,4,SAME,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,60,Male,3,7,1,0,0,0,1
1434,en,Finland,5475000,RegionLeg,No political affiliations. Civil servant.,1,2,4,5,4,4,2,3,3,5,5,5,4,5,3,2,3,4,5,5,1,1,1,4,4,4,4,3,1,NONE,0,1,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,42,NA,3,3,0,0,0,0,0
1444,es,Spain,46335000,RegionLeg,Esquerra Republicana de Catalunya (ERC),1,5,5,5,5,5,5,5,3,5,5,5,NA,5,5,4,5,4,4,4,1,1,1,4,4,NA,4,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,2,,NA,NA,NA,46,Female,3,3,1,1,0,0,1
1446,de,Germany,81276000,Local,CDU,0,4,5,2,5,2,4,5,5,4,5,5,4,1,1,2,1,2,2,4,1,1,0,2,4,4,4,4,1,NONE,0,0,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,60,Male,2,6,1,1,1,1,1
1447,es,Spain,46335000,RegionLeg,Partit dels Socialistes de Catalunya,1,5,5,5,5,4,5,5,3,5,5,5,2,4,2,1,1,4,5,5,1,1,1,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,PAST,5,1,NA,5,3,4,5,MORE,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,38,Female,3,3,1,1,1,0,1
1451,es,Spain,46335000,RegionLeg,Esquerra Republicana de Catalunya (ERC),1,4,5,5,4,5,4,5,4,4,4,4,NA,4,3,3,3,NA,5,4,1,1,1,4,4,4,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,30,Female,2,3,0,1,1,0,0
1453,fr,Belgium,11259000,RegionAd,x,0,5,5,5,5,5,5,5,2,5,3,5,4,4,5,4,5,4,3,4,1,1,1,5,5,5,5,3,1,COR,1,,NA,NA,NA,NA,5,3,4,3,4,5,4,MORE,4,4,4,4,BRU,1,NA,NA,NA,CURRENT,5,4,5,31,Female,2,7,1,1,1,1,1
1460,de,Germany,81276000,RegionLeg,SPD,1,4,5,4,4,2,5,5,5,5,4,5,5,5,3,3,2,NA,4,4,1,1,1,5,4,5,5,4,1,NONE,0,1,4,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,42,Male,2,3,1,1,1,0,1
1462,en,Cyprus,876000,Local,AKEL,1,5,5,5,5,5,5,5,5,4,5,NA,4,5,4,5,4,5,4,5,1,1,1,5,5,5,5,4,1,CLRAE,1,,NA,NA,NA,CURRENT,4,4,1,3,5,5,5,MORE,5,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,54,Male,1,1,1,1,1,0,1
1464,fr,Belgium,11259000,RegionLeg,FDF,0,2,4,3,5,5,4,4,4,5,4,5,4,2,2,2,2,4,5,NA,0,1,1,3,3,4,4,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,NA,,NA,NA,NA,60,Male,3,4,1,1,1,1,1
1470,en,Norway,5194000,RegionAd,Christian Democrats,0,5,5,5,5,5,5,5,3,4,2,4,4,5,2,4,3,4,5,5,1,1,0,4,4,3,4,4,1,OTHER,1,,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,55,Male,3,7,1,0,0,1,1
1473,de,Germany,81276000,Local,SPD,0,4,5,5,5,2,NA,NA,5,5,5,5,5,4,2,2,2,3,5,4,1,1,0,3,NA,3,3,3,1,NONE,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,53,Male,2,2,0,0,0,0,1
1474,en,Sweden,9794000,RegionAd,Social Democrat,0,4,4,2,3,4,2,5,1,4,5,3,4,4,1,1,1,3,1,5,1,1,0,4,NA,3,3,1,0,NONE,0,1,NA,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,63,Male,3,4,1,0,0,0,1
1476,en,Greece,10769000,Local,None,1,5,5,5,5,5,5,5,4,5,5,4,5,5,4,3,3,5,4,5,1,1,1,5,3,3,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,3,3,3,4,4,4,MORE,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,72,Male,3,4,1,1,1,0,0
1477,en,United Kingdom,65081000,RegionLeg,Welsh Liberal Democrats,1,4,5,5,5,4,4,2,4,4,2,2,4,5,4,4,3,4,5,4,1,1,1,4,4,2,4,4,1,NONE,0,1,3,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,52,Male,2,4,1,1,0,0,1
1479,en,Slovakia,5426000,Local,H°d-Most (slovak-hungarian cooperation party,1,4,5,5,4,5,4,4,4,5,4,5,5,3,2,3,2,3,3,4,1,1,0,3,3,5,4,4,1,NONE,0,1,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,43,Female,3,5,1,0,0,1,1
1483,fr,France,66121000,Local,,1,4,4,3,3,4,4,4,2,4,4,4,4,4,4,1,1,2,3,4,0,1,1,5,3,5,4,4,1,NONE,0,0,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,36,Male,3,5,1,0,0,1,0
1486,en,Sweden,9794000,RegionAd,Social democratic party,1,4,5,4,2,2,5,5,3,3,4,4,3,4,2,1,2,3,2,5,1,1,1,4,4,3,4,3,1,NONE,0,1,2,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,53,Male,3,5,1,0,0,0,1
1489,de,Switzerland,8265000,RegionLeg,Schweizerische Volkspartei,0,2,4,5,NA,NA,5,5,2,2,2,2,2,4,3,4,2,3,5,5,0,1,1,4,5,5,4,2,0,OTHER,1,,NA,NA,NA,CURRENT,5,3,4,1,1,4,4,SAME,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,59,Male,2,7,1,0,0,1,1
1491,fr,Switzerland,8265000,Local,Les Verts,0,5,5,4,5,4,5,5,4,4,3,5,4,3,3,3,2,3,5,5,0,1,1,5,4,3,4,3,1,NONE,0,1,1,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,59,Male,3,4,1,1,1,0,0
1492,fr,France,66121000,Local,Non encartÇe (appartient au groupe Çcolo),0,5,5,5,5,5,5,NA,4,4,NA,5,4,5,5,4,5,5,4,5,1,1,1,4,4,5,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,2,4,5,3,4,NA,5,SAME,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,40,Female,2,2,1,0,1,0,1
1495,en,United Kingdom,65081000,Local,N/A - I am a Senior Officer in the Local Authority,1,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,3,5,1,1,1,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,4,4,5,5,MORE,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,4,5,48,Male,3,3,0,0,0,0,0
1499,es,Spain,46335000,RegionLeg,Convergäncia i Uni¢,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,1,1,1,4,4,4,4,4,1,CLRAE,1,,NA,NA,NA,CURRENT,3,4,4,4,4,4,4,MORE,4,4,4,4,NONE,0,1,3,4,,NA,NA,NA,57,Female,3,5,1,0,1,0,1
1500,es,Spain,46335000,RegionLeg,Bloque Nacionalista Galego,1,1,1,1,1,1,NA,NA,4,2,4,3,2,5,5,4,4,5,4,2,1,1,0,3,4,4,5,3,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,3,,NA,NA,NA,53,Female,3,2,1,0,0,0,1
1501,en,Netherlands,16933000,Local,CDA,1,5,5,5,5,4,5,5,3,5,5,5,4,3,5,3,5,3,NA,NA,1,1,1,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,PAST,5,5,1,4,NA,4,NA,MORE,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,de,Germany,81276000,Local,SPD,1,4,4,4,4,4,3,4,3,4,4,5,4,4,3,3,2,3,4,3,1,1,1,2,4,4,4,4,1,NONE,0,0,1,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,35,Male,2,3,1,0,0,0,1
1504,en,Czech Republic,10535000,Local,independent candidate - www.proprachatice.cz,1,5,5,5,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,4,1,OTHER,1,,NA,NA,NA,CURRENT,3,4,2,4,4,4,4,MORE,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,NA,Male,2,6,1,1,1,0,0
1508,en,United Kingdom,65081000,Local,n/a,1,4,5,4,3,2,5,5,2,4,2,3,3,5,3,4,3,3,3,5,1,1,1,4,4,4,4,3,1,OTHER,1,,NA,NA,NA,CURRENT,5,4,5,4,4,4,4,SAME,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,5,5,49,Male,2,5,0,0,0,0,0
1509,en,Slovenia,2065000,Local,Slovenian peoples party ( member of EPP),0,5,5,5,4,4,5,5,3,3,2,4,3,4,4,3,3,4,3,5,1,1,0,3,4,3,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,4,4,4,4,4,5,MORE,5,3,4,4,NONE,0,0,3,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,fr,Belgium,11259000,RegionLeg,Vlaams Belang,1,4,4,4,4,3,4,5,1,3,1,2,2,4,4,4,4,4,3,4,1,1,1,5,5,5,5,2,0,NONE,0,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,42,Female,3,8,1,0,0,1,1
1512,en,Lithuania,2906000,Local,Social Democratic Party member,1,5,5,4,4,3,4,4,3,2,4,5,3,4,5,5,5,5,2,5,1,1,1,5,5,5,5,4,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,57,Female,2,1,1,1,0,0,1
1515,es,Spain,46335000,RegionLeg,Uni¢ Democratica de Catalunya,1,4,4,4,4,5,4,4,5,5,5,4,4,5,5,5,4,4,4,5,1,1,1,5,5,4,4,4,1,NONE,0,1,3,NA,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,46,Male,3,7,1,1,1,1,1
1516,en,Germany,81276000,RegionLeg,social democratic party,1,4,4,4,3,5,5,3,4,5,4,4,4,4,3,3,2,4,5,4,1,1,0,4,3,3,3,3,1,NONE,0,1,2,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,56,Male,3,5,1,0,0,0,1
1519,en,Norway,5194000,Local,Sosialdemokratic,1,NA,5,5,4,1,4,3,1,2,4,5,3,4,4,4,4,4,2,5,1,1,1,5,5,5,5,4,1,COR,1,,NA,NA,NA,PAST,5,4,4,4,4,5,5,SAME,4,5,2,5,NONE,0,1,2,3,,NA,NA,NA,52,Female,1,3,1,0,0,0,1
1520,en,Norway,5194000,Local,labour,0,5,5,5,5,5,3,3,5,5,5,3,4,5,3,5,5,3,5,4,1,1,1,3,3,3,3,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,31,Male,3,7,1,0,0,1,1
1522,en,Estonia,1315000,Local,Pro Patria and Res Publica Union,1,3,5,5,4,4,3,3,3,5,5,5,4,4,3,1,1,3,3,4,1,1,1,4,5,5,5,4,1,NONE,0,1,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,68,Male,3,7,1,1,0,0,0
1523,en,Croatia,4230000,RegionAd,Croatian Democratic Party - HDZ,1,4,5,4,2,2,2,4,2,4,2,5,2,4,4,NA,5,4,2,4,0,1,1,2,2,2,2,4,1,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,54,Male,3,6,1,0,0,0,0
1524,en,Netherlands,16933000,RegionAd,,0,5,5,4,5,5,3,3,4,5,4,4,4,4,4,4,4,4,NA,5,1,1,1,4,5,4,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,NA,5,5,5,SAME,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,5,5,58,Male,2,4,0,0,0,0,0
1526,de,Germany,81276000,RegionLeg,SPD,1,4,5,5,4,2,4,4,5,NA,4,5,5,5,4,3,1,3,4,5,1,1,1,5,5,3,5,4,1,COR,1,,NA,NA,NA,CURRENT,5,5,1,4,4,5,4,SAME,5,2,4,5,NONE,0,1,4,4,,NA,NA,NA,55,Male,1,2,1,1,1,0,1
1527,en,Norway,5194000,RegionAd,The Conservative Party,0,4,4,4,4,5,3,5,1,4,4,5,2,5,1,2,1,5,1,5,0,1,1,2,3,5,4,0,0,NONE,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,21,Male,1,8,0,0,0,1,0
1532,de,Switzerland,8265000,Local,SP,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,3,3,3,3,3,1,COR,1,,NA,NA,NA,PAST,NA,NA,3,3,3,3,3,NA,3,3,3,3,NONE,0,0,1,4,,NA,NA,NA,52,Male,3,3,1,1,0,1,1
1534,de,Switzerland,8265000,Local,Freisinnig Demokratischen Partei,0,5,5,5,5,5,1,5,2,4,4,5,2,5,4,5,2,5,5,1,0,1,0,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,4,5,5,2,SAME,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,61,Male,3,7,1,1,0,0,1
1535,fr,France,66121000,Local,Green Party,1,5,5,5,5,4,3,5,4,4,5,5,5,2,5,2,4,4,5,5,1,1,1,3,4,4,4,4,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,4,,NA,NA,NA,30,Male,3,3,1,0,1,0,1
1536,en,Netherlands,16933000,RegionAd,VVD,1,1,4,5,5,5,4,5,1,5,3,5,4,1,4,1,1,2,2,5,1,1,1,5,4,2,4,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,59,Male,3,6,1,0,0,0,1
1537,en,Croatia,4230000,RegionAd,Hrvatska narodna stranka,1,5,5,5,4,4,2,3,4,4,2,2,4,4,4,2,2,3,2,5,0,1,0,4,4,2,4,4,1,NONE,0,1,2,3,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,41,Male,2,4,1,0,0,0,0
1538,de,Germany,81276000,Local,Allianz Graue Panther AGP,1,5,5,5,5,5,4,5,3,3,4,5,4,4,3,4,5,4,2,5,0,1,1,5,5,5,5,3,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,NA,Male,3,8,1,1,1,0,0
1540,en,Switzerland,8265000,RegionLeg,Liberal Party,0,5,5,5,NA,5,NA,5,1,4,3,4,2,4,3,3,3,4,5,NA,1,1,1,5,3,NA,4,3,1,OTHER,1,,NA,NA,NA,PAST,3,5,5,4,4,5,5,MORE,NA,NA,NA,NA,NONE,0,0,3,5,,NA,NA,NA,27,Male,2,5,0,0,0,0,0
1543,de,Switzerland,8265000,Local,CVP,0,4,4,2,2,3,NA,NA,1,2,1,2,2,4,5,3,2,3,4,4,0,0,1,5,4,3,4,1,0,NONE,0,0,1,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,55,Female,2,5,1,0,0,0,1
1546,en,Sweden,9794000,RegionAd,Moderate party in Sweden,0,2,4,4,4,4,4,5,2,4,2,3,NA,4,3,4,2,3,2,4,0,1,0,3,4,4,NA,2,0,NONE,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,72,Male,3,7,1,1,0,0,1
1548,de,Switzerland,8265000,Local,Sozialdemokratische Partei Stadt ZÅrich (SP),0,2,5,4,2,2,NA,NA,3,3,3,5,4,3,3,3,3,3,3,2,1,1,1,2,2,2,2,0,0,NONE,0,0,1,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,40,Female,2,3,1,0,0,0,1
1549,es,Spain,46335000,RegionLeg,Euzko Alderdi Jeltzalea/Partido Nacionalista Vasco/ Basque National Party,NA,5,5,5,5,5,5,5,4,5,3,4,4,5,5,5,5,5,5,5,1,1,1,NA,NA,NA,NA,0,0,OTHER,1,,NA,NA,NA,CURRENT,4,3,3,4,4,4,4,MORE,NA,NA,NA,NA,NONE,0,1,3,NA,,NA,NA,NA,44,Female,2,4,1,0,0,0,1
1553,en,Estonia,1315000,Local,We have a non-party union,0,5,4,4,5,4,5,5,3,3,3,3,3,5,2,2,2,NA,3,4,1,1,1,1,1,4,NA,1,0,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,NA,4,,NA,NA,NA,61,Male,3,5,1,1,0,0,0
1556,fr,Switzerland,8265000,RegionLeg,Parti DÇmocrate ChrÇtien (=centre droit),1,2,5,3,2,2,2,4,2,4,2,5,3,4,3,3,2,3,4,4,0,1,1,5,4,3,4,3,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,3,,NA,NA,NA,34,Male,3,6,1,0,0,0,1
1558,de,Austria,8608000,RegionLeg,Sozialdemoktratische Partei ôsterreichs,1,4,5,4,NA,1,NA,NA,4,5,4,5,4,5,2,2,2,3,5,5,0,1,0,NA,NA,NA,NA,4,1,NONE,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,en,Croatia,4230000,Local,"none, independent member and president of committee for health",0,5,5,5,4,5,5,5,4,5,5,4,4,5,4,4,4,4,5,5,1,1,1,4,3,4,4,4,1,COR,1,,NA,NA,NA,CURRENT,1,4,5,4,4,5,5,MORE,5,4,NA,5,NONE,0,1,3,4,,NA,NA,NA,66,Female,3,4,1,1,0,0,0
1560,it,Italy,60963000,RegionLeg,sinistra,1,4,4,2,4,3,3,4,4,5,5,5,4,4,3,4,2,4,1,3,0,1,0,2,2,4,4,4,1,NONE,0,0,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,3,,NA,NA,NA,62,Male,1,2,1,1,0,0,1
1561,en,United Kingdom,65081000,Local,The Labour Party (UK),0,2,4,2,5,1,4,2,4,4,4,4,4,4,2,2,1,3,2,3,0,1,0,4,3,4,4,3,1,NONE,0,0,1,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,32,Male,3,4,1,0,0,0,1
1562,de,Austria,8608000,RegionLeg,SPô,1,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,3,4,NA,NA,0,0,0,4,4,4,4,4,1,OTHER,1,,NA,NA,NA,PAST,3,2,1,2,2,2,2,MORE,NA,NA,NA,NA,NONE,0,1,1,5,,NA,NA,NA,53,Female,2,2,1,1,1,0,1
1564,fr,Belgium,11259000,RegionLeg,parti socialiste,1,5,4,5,3,4,3,3,3,3,3,4,3,5,5,5,5,5,4,4,1,1,1,4,4,4,4,3,1,NONE,0,1,2,4,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,45,Male,2,2,1,0,0,1,1
1568,en,Lithuania,2906000,Local,conservatyve,1,5,5,4,3,3,4,3,1,3,2,5,3,5,4,5,2,4,2,4,1,1,1,4,3,5,4,4,1,NONE,0,0,1,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRU,1,NA,NA,NA,PAST,1,5,1,35,Male,3,9,1,1,0,0,1
1571,fr,Switzerland,8265000,Local,Socialiste,0,5,5,3,5,2,3,5,4,4,2,4,3,5,4,2,2,3,5,4,0,1,0,5,3,4,4,3,1,NONE,0,0,1,1,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,58,Female,2,2,1,0,0,0,1
1573,es,Spain,46335000,RegionLeg,ninguno,1,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,1,1,1,5,5,5,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,3,2,3,1,1,1,1,NA,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,3,5,4,49,Male,3,1,0,0,0,0,0
1578,en,United Kingdom,65081000,Local,UKIP,0,5,2,1,2,NA,1,1,1,3,1,2,1,5,5,5,1,5,1,5,0,1,0,1,1,3,2,1,0,NONE,0,0,1,5,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,75,Male,NA,7,1,0,0,0,1
1582,de,Germany,81276000,Local,,1,4,3,5,4,4,5,5,3,4,4,5,4,4,4,4,3,4,NA,NA,1,1,0,4,4,4,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,5,5,5,4,5,5,SAME,5,5,5,5,NONE,0,0,2,3,,NA,NA,NA,44,Female,2,5,0,0,0,0,0
1583,fr,Belgium,11259000,RegionLeg,PS,1,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,5,1,1,1,5,5,5,5,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,67,Female,2,2,1,1,1,1,1
1584,en,United Kingdom,65081000,Local,Independent (none),1,4,5,4,5,4,5,5,3,5,4,5,5,4,4,4,4,4,4,5,0,1,1,4,4,4,4,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,4,,NA,NA,NA,43,Male,3,4,1,0,0,0,1
1585,en,Sweden,9794000,RegionAd,Moderaterna - Moderate Party of Sweden,1,5,5,4,4,3,1,5,1,5,5,4,4,5,1,2,1,2,1,5,1,0,0,1,2,3,2,3,1,NONE,0,1,3,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,3,,NA,NA,NA,44,Male,2,9,1,0,0,1,1
1586,de,Germany,81276000,Local,SPD,1,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,2,3,4,3,1,1,1,4,5,4,4,4,1,NONE,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,NA,4,,NA,NA,NA,65,Female,2,3,1,1,0,0,1
1587,en,Czech Republic,10535000,RegionAd,ODS,0,4,4,5,1,4,3,4,1,1,1,4,2,4,4,5,3,4,1,5,1,1,1,3,3,3,3,4,1,NONE,0,0,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,38,Male,2,8,1,0,0,0,1
1589,de,Austria,8608000,RegionLeg,-,1,5,5,5,5,3,4,5,1,4,3,5,4,4,1,1,1,3,4,2,1,1,0,2,4,3,3,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,4,5,4,5,SAME,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,5,5,48,Female,2,2,1,0,1,0,1
1594,en,Switzerland,8265000,RegionLeg,Social Democrat Party,0,5,5,5,5,4,5,5,5,3,4,5,4,4,4,4,4,4,5,5,1,1,1,4,5,3,5,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,34,Male,3,1,0,0,0,0,1
1596,de,Germany,81276000,RegionLeg,GRöNE,1,4,5,5,4,4,3,4,2,1,4,5,3,3,5,3,2,3,4,4,1,1,0,2,3,4,3,4,1,NONE,0,1,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,1,NA,NA,NA,PAST,1,5,5,53,Male,3,4,1,1,1,0,1
